chromosome,start,end,coverage,segmented_coverage
17,0,10000,23,24
17,10000,20000,21,24
17,20000,30000,22,24
17,30000,40000,15,24
17,40000,50000,28,24
17,50000,60000,26,24
17,60000,70000,35,24
17,70000,80000,37,24
17,80000,90000,31,24
17,90000,100000,25,24
17,100000,110000,22,24
17,110000,120000,29,24
17,120000,130000,23,24
17,130000,140000,20,24
17,140000,150000,22,24
17,150000,160000,17,24
17,160000,170000,35,24
17,170000,180000,25,24
17,180000,190000,23,24
17,190000,200000,17,24
17,200000,210000,25,24
17,210000,220000,29,24
17,220000,230000,19,24
17,230000,240000,24,24
17,240000,250000,22,24
17,250000,260000,22,24
17,260000,270000,24,24
17,270000,280000,22,24
17,280000,290000,24,24
17,290000,300000,17,24
17,300000,310000,0,0
17,310000,320000,0,0
17,320000,330000,0,0
17,330000,340000,0,0
17,340000,350000,0,0
17,350000,360000,0,0
17,360000,370000,0,0
17,370000,380000,0,0
17,380000,390000,0,0
17,390000,400000,6,23
17,400000,410000,20,23
17,410000,420000,27,23
17,420000,430000,27,23
17,430000,440000,29,23
17,440000,450000,29,23
17,450000,460000,25,23
17,460000,470000,26,23
17,470000,480000,22,23
17,480000,490000,17,23
17,490000,500000,25,23
17,500000,510000,29,23
17,510000,520000,20,23
17,520000,530000,26,23
17,530000,540000,30,23
17,540000,550000,23,23
17,550000,560000,23,23
17,560000,570000,17,23
17,570000,580000,25,23
17,580000,590000,29,23
17,590000,600000,30,23
17,600000,610000,23,23
17,610000,620000,19,23
17,620000,630000,20,23
17,630000,640000,26,23
17,640000,650000,25,23
17,650000,660000,23,23
17,660000,670000,25,23
17,670000,680000,22,23
17,680000,690000,20,23
17,690000,700000,28,23
17,700000,710000,22,23
17,710000,720000,18,23
17,720000,730000,25,23
17,730000,740000,22,23
17,740000,750000,27,23
17,750000,760000,25,23
17,760000,770000,25,23
17,770000,780000,29,23
17,780000,790000,30,23
17,790000,800000,20,23
17,800000,810000,20,23
17,810000,820000,20,23
17,820000,830000,26,23
17,830000,840000,29,23
17,840000,850000,15,23
17,850000,860000,11,23
17,860000,870000,18,23
17,870000,880000,17,23
17,880000,890000,18,23
17,890000,900000,23,23
17,900000,910000,25,23
17,910000,920000,27,23
17,920000,930000,22,23
17,930000,940000,21,23
17,940000,950000,21,23
17,950000,960000,18,23
17,960000,970000,22,23
17,970000,980000,27,23
17,980000,990000,23,23
17,990000,1000000,26,23
17,1000000,1010000,24,23
17,1010000,1020000,23,23
17,1020000,1030000,24,23
17,1030000,1040000,22,23
17,1040000,1050000,28,23
17,1050000,1060000,29,23
17,1060000,1070000,20,23
17,1070000,1080000,24,23
17,1080000,1090000,21,23
17,1090000,1100000,22,23
17,1100000,1110000,19,23
17,1110000,1120000,23,23
17,1120000,1130000,16,23
17,1130000,1140000,13,23
17,1140000,1150000,17,23
17,1150000,1160000,22,23
17,1160000,1170000,26,23
17,1170000,1180000,28,23
17,1180000,1190000,19,23
17,1190000,1200000,17,23
17,1200000,1210000,24,23
17,1210000,1220000,20,23
17,1220000,1230000,25,23
17,1230000,1240000,27,23
17,1240000,1250000,31,23
17,1250000,1260000,26,23
17,1260000,1270000,24,23
17,1270000,1280000,21,23
17,1280000,1290000,19,23
17,1290000,1300000,22,23
17,1300000,1310000,19,23
17,1310000,1320000,23,23
17,1320000,1330000,26,23
17,1330000,1340000,30,23
17,1340000,1350000,25,23
17,1350000,1360000,25,23
17,1360000,1370000,14,23
17,1370000,1380000,18,23
17,1380000,1390000,27,23
17,1390000,1400000,23,23
17,1400000,1410000,24,23
17,1410000,1420000,18,23
17,1420000,1430000,20,23
17,1430000,1440000,25,23
17,1440000,1450000,28,23
17,1450000,1460000,25,23
17,1460000,1470000,21,23
17,1470000,1480000,20,23
17,1480000,1490000,26,23
17,1490000,1500000,21,23
17,1500000,1510000,23,23
17,1510000,1520000,29,23
17,1520000,1530000,20,23
17,1530000,1540000,20,23
17,1540000,1550000,26,23
17,1550000,1560000,24,23
17,1560000,1570000,26,23
17,1570000,1580000,22,23
17,1580000,1590000,21,23
17,1590000,1600000,25,23
17,1600000,1610000,29,23
17,1610000,1620000,28,23
17,1620000,1630000,22,23
17,1630000,1640000,18,23
17,1640000,1650000,19,23
17,1650000,1660000,21,23
17,1660000,1670000,23,23
17,1670000,1680000,19,23
17,1680000,1690000,23,23
17,1690000,1700000,28,23
17,1700000,1710000,24,23
17,1710000,1720000,20,23
17,1720000,1730000,24,23
17,1730000,1740000,32,23
17,1740000,1750000,23,23
17,1750000,1760000,24,23
17,1760000,1770000,20,23
17,1770000,1780000,19,23
17,1780000,1790000,27,23
17,1790000,1800000,34,23
17,1800000,1810000,31,23
17,1810000,1820000,16,23
17,1820000,1830000,23,23
17,1830000,1840000,25,23
17,1840000,1850000,28,23
17,1850000,1860000,23,23
17,1860000,1870000,19,23
17,1870000,1880000,20,23
17,1880000,1890000,24,23
17,1890000,1900000,27,23
17,1900000,1910000,29,23
17,1910000,1920000,21,23
17,1920000,1930000,24,23
17,1930000,1940000,20,23
17,1940000,1950000,21,23
17,1950000,1960000,18,23
17,1960000,1970000,23,23
17,1970000,1980000,19,23
17,1980000,1990000,27,23
17,1990000,2000000,26,23
17,2000000,2010000,24,23
17,2010000,2020000,23,23
17,2020000,2030000,22,23
17,2030000,2040000,20,23
17,2040000,2050000,22,23
17,2050000,2060000,26,23
17,2060000,2070000,26,23
17,2070000,2080000,29,23
17,2080000,2090000,27,23
17,2090000,2100000,29,23
17,2100000,2110000,33,23
17,2110000,2120000,28,23
17,2120000,2130000,25,23
17,2130000,2140000,23,23
17,2140000,2150000,21,23
17,2150000,2160000,20,23
17,2160000,2170000,23,23
17,2170000,2180000,20,23
17,2180000,2190000,22,23
17,2190000,2200000,22,23
17,2200000,2210000,17,23
17,2210000,2220000,19,23
17,2220000,2230000,17,23
17,2230000,2240000,18,23
17,2240000,2250000,23,23
17,2250000,2260000,30,23
17,2260000,2270000,30,23
17,2270000,2280000,29,23
17,2280000,2290000,26,23
17,2290000,2300000,27,23
17,2300000,2310000,20,23
17,2310000,2320000,26,23
17,2320000,2330000,29,23
17,2330000,2340000,29,23
17,2340000,2350000,23,23
17,2350000,2360000,22,23
17,2360000,2370000,26,23
17,2370000,2380000,26,23
17,2380000,2390000,25,23
17,2390000,2400000,29,23
17,2400000,2410000,22,23
17,2410000,2420000,19,23
17,2420000,2430000,22,23
17,2430000,2440000,25,23
17,2440000,2450000,21,23
17,2450000,2460000,20,23
17,2460000,2470000,24,23
17,2470000,2480000,20,23
17,2480000,2490000,17,23
17,2490000,2500000,29,23
17,2500000,2510000,24,23
17,2510000,2520000,28,23
17,2520000,2530000,22,23
17,2530000,2540000,34,23
17,2540000,2550000,36,23
17,2550000,2560000,25,23
17,2560000,2570000,28,23
17,2570000,2580000,24,23
17,2580000,2590000,30,23
17,2590000,2600000,29,23
17,2600000,2610000,26,23
17,2610000,2620000,20,23
17,2620000,2630000,17,23
17,2630000,2640000,22,23
17,2640000,2650000,23,23
17,2650000,2660000,24,23
17,2660000,2670000,23,23
17,2670000,2680000,27,23
17,2680000,2690000,24,23
17,2690000,2700000,22,23
17,2700000,2710000,27,23
17,2710000,2720000,26,23
17,2720000,2730000,15,23
17,2730000,2740000,14,23
17,2740000,2750000,18,23
17,2750000,2760000,26,23
17,2760000,2770000,25,23
17,2770000,2780000,20,23
17,2780000,2790000,16,23
17,2790000,2800000,12,23
17,2800000,2810000,19,23
