chromosome,start,end,coverage,segmented_coverage
9,0,10000,0,23
9,10000,20000,28,23
9,20000,30000,13,23
9,30000,40000,44,44
9,40000,50000,71,44
9,50000,60000,47,44
9,60000,70000,45,44
9,70000,80000,45,44
9,80000,90000,40,44
9,90000,100000,31,32
9,100000,110000,35,32
9,110000,120000,40,32
9,120000,130000,31,32
9,130000,140000,28,32
9,140000,150000,26,32
9,150000,160000,28,32
9,160000,170000,35,32
9,170000,180000,34,32
9,180000,190000,34,32
9,190000,200000,48,40
9,200000,210000,55,40
9,210000,220000,49,40
9,220000,230000,44,40
9,230000,240000,32,40
9,240000,250000,33,40
9,250000,260000,40,40
9,260000,270000,41,40
9,270000,280000,43,40
9,280000,290000,51,40
9,290000,300000,50,40
9,300000,310000,37,40
9,310000,320000,46,40
9,320000,330000,36,40
9,330000,340000,52,40
9,340000,350000,35,40
9,350000,360000,45,40
9,360000,370000,40,40
9,370000,380000,40,40
9,380000,390000,34,40
9,390000,400000,39,40
9,400000,410000,38,40
9,410000,420000,31,40
9,420000,430000,37,40
9,430000,440000,37,40
9,440000,450000,47,40
9,450000,460000,50,40
9,460000,470000,41,40
9,470000,480000,33,40
9,480000,490000,37,40
9,490000,500000,42,40
9,500000,510000,48,40
9,510000,520000,36,40
9,520000,530000,42,40
9,530000,540000,46,40
9,540000,550000,47,40
9,550000,560000,47,40
9,560000,570000,55,40
9,570000,580000,41,40
9,580000,590000,45,40
9,590000,600000,42,40
9,600000,610000,43,40
9,610000,620000,43,40
9,620000,630000,40,40
9,630000,640000,39,40
9,640000,650000,35,40
9,650000,660000,34,40
9,660000,670000,38,40
9,670000,680000,40,40
9,680000,690000,43,40
9,690000,700000,40,40
9,700000,710000,46,40
9,710000,720000,41,40
9,720000,730000,39,40
9,730000,740000,41,40
9,740000,750000,40,40
9,750000,760000,30,40
9,760000,770000,39,40
9,770000,780000,34,40
9,780000,790000,35,40
9,790000,800000,43,40
9,800000,810000,49,40
9,810000,820000,40,40
9,820000,830000,34,40
9,830000,840000,30,40
9,840000,850000,37,40
9,850000,860000,41,40
9,860000,870000,43,40
9,870000,880000,42,40
9,880000,890000,37,40
9,890000,900000,39,40
9,900000,910000,44,40
9,910000,920000,35,40
9,920000,930000,40,40
9,930000,940000,36,40
9,940000,950000,33,40
9,950000,960000,39,40
9,960000,970000,38,40
9,970000,980000,36,40
9,980000,990000,38,40
9,990000,1000000,45,40
9,1000000,1010000,41,40
9,1010000,1020000,42,40
9,1020000,1030000,43,40
9,1030000,1040000,38,40
9,1040000,1050000,37,40
9,1050000,1060000,34,40
9,1060000,1070000,37,40
9,1070000,1080000,35,40
9,1080000,1090000,39,40
9,1090000,1100000,36,40
9,1100000,1110000,44,40
9,1110000,1120000,49,40
9,1120000,1130000,42,40
9,1130000,1140000,28,40
9,1140000,1150000,45,40
9,1150000,1160000,49,40
9,1160000,1170000,55,40
9,1170000,1180000,42,40
9,1180000,1190000,35,40
9,1190000,1200000,41,40
9,1200000,1210000,44,40
9,1210000,1220000,44,40
9,1220000,1230000,37,40
9,1230000,1240000,41,40
9,1240000,1250000,41,40
9,1250000,1260000,35,40
9,1260000,1270000,37,40
9,1270000,1280000,41,40
9,1280000,1290000,32,40
9,1290000,1300000,32,40
9,1300000,1310000,48,43
9,1310000,1320000,46,43
9,1320000,1330000,51,43
9,1330000,1340000,44,43
9,1340000,1350000,42,43
9,1350000,1360000,39,43
9,1360000,1370000,37,43
9,1370000,1380000,51,43
9,1380000,1390000,50,43
9,1390000,1400000,34,43
9,1400000,1410000,39,43
9,1410000,1420000,49,43
9,1420000,1430000,46,43
9,1430000,1440000,44,43
9,1440000,1450000,37,43
9,1450000,1460000,47,43
9,1460000,1470000,54,43
9,1470000,1480000,45,43
9,1480000,1490000,50,43
9,1490000,1500000,46,43
9,1500000,1510000,41,43
9,1510000,1520000,42,43
9,1520000,1530000,51,43
9,1530000,1540000,48,43
9,1540000,1550000,36,43
9,1550000,1560000,39,43
9,1560000,1570000,42,43
9,1570000,1580000,46,43
9,1580000,1590000,40,43
9,1590000,1600000,45,43
9,1600000,1610000,46,43
9,1610000,1620000,49,43
9,1620000,1630000,57,43
9,1630000,1640000,46,43
9,1640000,1650000,43,43
9,1650000,1660000,39,43
9,1660000,1670000,41,43
9,1670000,1680000,43,43
9,1680000,1690000,44,43
9,1690000,1700000,40,43
9,1700000,1710000,40,43
9,1710000,1720000,38,43
9,1720000,1730000,44,43
9,1730000,1740000,47,43
9,1740000,1750000,39,43
9,1750000,1760000,34,43
9,1760000,1770000,41,43
9,1770000,1780000,43,43
9,1780000,1790000,39,43
9,1790000,1800000,54,43
9,1800000,1810000,48,43
9,1810000,1820000,38,43
9,1820000,1830000,50,43
9,1830000,1840000,45,43
9,1840000,1850000,49,43
9,1850000,1860000,34,43
9,1860000,1870000,30,43
9,1870000,1880000,32,43
9,1880000,1890000,44,43
9,1890000,1900000,45,43
9,1900000,1910000,38,43
9,1910000,1920000,47,43
9,1920000,1930000,40,43
9,1930000,1940000,25,43
9,1940000,1950000,36,43
9,1950000,1960000,52,43
9,1960000,1970000,46,43
9,1970000,1980000,37,43
9,1980000,1990000,38,43
9,1990000,2000000,37,43
9,2000000,2010000,41,43
9,2010000,2020000,36,43
9,2020000,2030000,37,43
9,2030000,2040000,35,43
9,2040000,2050000,40,43
9,2050000,2060000,38,43
9,2060000,2070000,50,43
9,2070000,2080000,42,43
9,2080000,2090000,36,43
9,2090000,2100000,47,43
9,2100000,2110000,55,43
9,2110000,2120000,57,43
9,2120000,2130000,52,43
9,2130000,2140000,44,43
