chromosome,start,end,coverage,segmented_coverage
5,0,10000,0,62
5,10000,20000,298,62
5,20000,30000,68,62
5,30000,40000,69,62
5,40000,50000,64,62
5,50000,60000,59,62
5,60000,70000,67,62
5,70000,80000,59,62
5,80000,90000,62,62
5,90000,100000,57,62
5,100000,110000,60,62
5,110000,120000,65,62
5,120000,130000,58,62
5,130000,140000,51,52
5,140000,150000,53,52
5,150000,160000,66,52
5,160000,170000,51,52
5,170000,180000,51,52
5,180000,190000,49,52
5,190000,200000,52,52
5,200000,210000,52,52
5,210000,220000,48,52
5,220000,230000,49,52
5,230000,240000,51,52
5,240000,250000,59,52
5,250000,260000,51,52
5,260000,270000,56,52
5,270000,280000,51,52
5,280000,290000,48,52
5,290000,300000,51,52
5,300000,310000,56,52
5,310000,320000,44,52
5,320000,330000,54,52
5,330000,340000,58,62
5,340000,350000,63,62
5,350000,360000,56,62
5,360000,370000,58,62
5,370000,380000,60,62
5,380000,390000,64,62
5,390000,400000,58,62
5,400000,410000,58,62
5,410000,420000,61,62
5,420000,430000,62,62
5,430000,440000,72,62
5,440000,450000,75,62
5,450000,460000,65,62
5,460000,470000,58,62
5,470000,480000,62,62
5,480000,490000,59,62
5,490000,500000,51,51
5,500000,510000,46,51
5,510000,520000,47,51
5,520000,530000,49,51
5,530000,540000,51,51
5,540000,550000,53,51
5,550000,560000,54,51
5,560000,570000,39,51
5,570000,580000,47,51
5,580000,590000,53,51
5,590000,600000,65,51
5,600000,610000,68,51
5,610000,620000,61,51
5,620000,630000,52,51
5,630000,640000,49,51
5,640000,650000,59,51
5,650000,660000,49,51
5,660000,670000,50,51
5,670000,680000,58,51
5,680000,690000,45,51
5,690000,700000,46,51
5,700000,710000,49,51
5,710000,720000,59,51
5,720000,730000,53,51
5,730000,740000,50,51
5,740000,750000,33,51
5,750000,760000,36,51
5,760000,770000,50,51
5,770000,780000,52,51
5,780000,790000,50,51
5,790000,800000,53,51
5,800000,810000,55,51
5,810000,820000,54,51
5,820000,830000,59,62
5,830000,840000,57,62
5,840000,850000,68,62
5,850000,860000,51,62
5,860000,870000,57,62
5,870000,880000,65,62
5,880000,890000,65,62
5,890000,900000,63,62
5,900000,910000,59,62
5,910000,920000,54,62
5,920000,930000,51,62
5,930000,940000,61,62
5,940000,950000,78,62
5,950000,960000,77,62
5,960000,970000,68,62
5,970000,980000,65,62
5,980000,990000,64,62
5,990000,1000000,64,62
5,1000000,1010000,55,51
5,1010000,1020000,49,51
5,1020000,1030000,39,51
5,1030000,1040000,48,51
5,1040000,1050000,43,51
5,1050000,1060000,53,51
5,1060000,1070000,51,51
5,1070000,1080000,37,51
5,1080000,1090000,53,51
5,1090000,1100000,54,51
5,1100000,1110000,49,51
5,1110000,1120000,59,51
5,1120000,1130000,60,51
5,1130000,1140000,51,51
5,1140000,1150000,50,51
5,1150000,1160000,49,51
5,1160000,1170000,56,51
5,1170000,1180000,47,51
5,1180000,1190000,48,51
5,1190000,1200000,44,51
5,1200000,1210000,45,51
5,1210000,1220000,57,51
5,1220000,1230000,60,51
5,1230000,1240000,55,51
5,1240000,1250000,51,51
5,1250000,1260000,57,51
5,1260000,1270000,51,51
5,1270000,1280000,51,51
5,1280000,1290000,49,51
5,1290000,1300000,55,51
5,1300000,1310000,52,51
5,1310000,1320000,54,51
5,1320000,1330000,56,51
5,1330000,1340000,69,58
5,1340000,1350000,64,58
5,1350000,1360000,61,58
5,1360000,1370000,55,58
5,1370000,1380000,50,58
5,1380000,1390000,56,58
5,1390000,1400000,58,58
5,1400000,1410000,65,58
5,1410000,1420000,64,58
5,1420000,1430000,54,58
5,1430000,1440000,59,58
5,1440000,1450000,59,58
5,1450000,1460000,55,58
5,1460000,1470000,62,58
5,1470000,1480000,63,58
5,1480000,1490000,60,58
5,1490000,1500000,56,58
5,1500000,1510000,50,58
5,1510000,1520000,62,58
5,1520000,1530000,55,58
5,1530000,1540000,63,58
5,1540000,1550000,67,58
5,1550000,1560000,57,58
5,1560000,1570000,53,58
5,1570000,1580000,62,58
5,1580000,1590000,59,58
5,1590000,1600000,56,58
5,1600000,1610000,54,58
5,1610000,1620000,55,58
5,1620000,1630000,52,58
5,1630000,1640000,45,58
5,1640000,1650000,51,58
5,1650000,1660000,57,58
5,1660000,1670000,66,58
5,1670000,1680000,60,58
5,1680000,1690000,55,58
5,1690000,1700000,50,58
5,1700000,1710000,64,58
5,1710000,1720000,52,58
5,1720000,1730000,67,58
5,1730000,1740000,64,58
5,1740000,1750000,56,58
5,1750000,1760000,51,58
5,1760000,1770000,52,58
5,1770000,1780000,52,58
5,1780000,1790000,64,58
5,1790000,1800000,66,58
5,1800000,1810000,61,58
5,1810000,1820000,57,58
5,1820000,1830000,63,58
5,1830000,1840000,70,58
5,1840000,1850000,61,58
5,1850000,1860000,57,58
5,1860000,1870000,53,58
5,1870000,1880000,41,58
5,1880000,1890000,49,58
5,1890000,1900000,51,58
5,1900000,1910000,58,58
5,1910000,1920000,63,58
5,1920000,1930000,60,58
5,1930000,1940000,62,58
5,1940000,1950000,59,58
5,1950000,1960000,58,58
5,1960000,1970000,60,58
5,1970000,1980000,57,58
5,1980000,1990000,59,58
5,1990000,2000000,60,58
5,2000000,2010000,65,58
5,2010000,2020000,54,58
5,2020000,2030000,48,58
5,2030000,2040000,55,58
5,2040000,2050000,61,62
5,2050000,2060000,71,62
5,2060000,2070000,76,62
5,2070000,2080000,73,62
5,2080000,2090000,60,62
5,2090000,2100000,66,62
5,2100000,2110000,66,62
5,2110000,2120000,58,62
5,2120000,2130000,63,62
5,2130000,2140000,53,62
5,2140000,2150000,68,62
5,2150000,2160000,53,62
5,2160000,2170000,60,62
5,2170000,2180000,62,62
5,2180000,2190000,60,62
5,2190000,2200000,67,62
5,2200000,2210000,64,62
5,2210000,2220000,51,62
5,2220000,2230000,61,62
5,2230000,2240000,75,62
5,2240000,2250000,66,62
5,2250000,2260000,63,62
5,2260000,2270000,55,62
5,2270000,2280000,53,62
5,2280000,2290000,56,62
5,2290000,2300000,63,62
5,2300000,2310000,59,62
5,2310000,2320000,53,62
5,2320000,2330000,58,62
5,2330000,2340000,52,62
5,2340000,2350000,61,62
5,2350000,2360000,66,62
5,2360000,2370000,55,62
5,2370000,2380000,50,62
5,2380000,2390000,63,62
5,2390000,2400000,59,62
5,2400000,2410000,59,62
5,2410000,2420000,58,62
5,2420000,2430000,68,62
5,2430000,2440000,66,62
5,2440000,2450000,63,62
5,2450000,2460000,52,62
5,2460000,2470000,59,62
5,2470000,2480000,53,62
5,2480000,2490000,70,62
5,2490000,2500000,70,62
5,2500000,2510000,63,62
5,2510000,2520000,61,62
5,2520000,2530000,72,62
5,2530000,2540000,64,62
5,2540000,2550000,58,62
5,2550000,2560000,66,62
5,2560000,2570000,62,62
5,2570000,2580000,73,62
5,2580000,2590000,57,62
5,2590000,2600000,52,62
5,2600000,2610000,73,62
5,2610000,2620000,74,62
5,2620000,2630000,67,62
5,2630000,2640000,81,62
5,2640000,2650000,71,62
5,2650000,2660000,56,62
5,2660000,2670000,74,62
5,2670000,2680000,67,62
5,2680000,2690000,63,62
5,2690000,2700000,63,62
5,2700000,2710000,61,62
5,2710000,2720000,58,62
5,2720000,2730000,56,62
5,2730000,2740000,55,62
5,2740000,2750000,56,62
5,2750000,2760000,72,62
5,2760000,2770000,63,62
5,2770000,2780000,61,62
5,2780000,2790000,49,62
5,2790000,2800000,54,62
5,2800000,2810000,54,62
5,2810000,2820000,67,62
5,2820000,2830000,62,62
5,2830000,2840000,67,62
5,2840000,2850000,66,62
5,2850000,2860000,64,62
5,2860000,2870000,59,62
5,2870000,2880000,62,62
5,2880000,2890000,63,62
5,2890000,2900000,67,62
5,2900000,2910000,63,62
5,2910000,2920000,61,62
