chromosome,start,end,coverage,segmented_coverage
16,0,10000,0,0
16,10000,20000,0,0
16,20000,30000,0,0
16,30000,40000,0,0
16,40000,50000,0,0
16,50000,60000,0,0
16,60000,70000,66,73
16,70000,80000,59,73
16,80000,90000,68,73
16,90000,100000,81,73
16,100000,110000,75,73
16,110000,120000,68,73
16,120000,130000,67,73
16,130000,140000,75,73
16,140000,150000,75,73
16,150000,160000,76,73
16,160000,170000,79,73
16,170000,180000,74,73
16,180000,190000,71,73
16,190000,200000,83,73
16,200000,210000,80,73
16,210000,220000,62,73
16,220000,230000,70,73
16,230000,240000,65,73
16,240000,250000,81,73
16,250000,260000,76,73
16,260000,270000,81,73
16,270000,280000,78,73
16,280000,290000,70,73
16,290000,300000,73,73
16,300000,310000,76,73
16,310000,320000,77,73
16,320000,330000,70,73
16,330000,340000,62,73
16,340000,350000,74,73
16,350000,360000,77,73
16,360000,370000,80,73
16,370000,380000,75,73
16,380000,390000,88,73
16,390000,400000,76,73
16,400000,410000,71,73
16,410000,420000,71,73
16,420000,430000,72,73
16,430000,440000,68,73
16,440000,450000,74,73
16,450000,460000,68,73
16,460000,470000,80,73
16,470000,480000,71,73
16,480000,490000,80,73
16,490000,500000,75,73
16,500000,510000,81,73
16,510000,520000,75,73
16,520000,530000,81,73
16,530000,540000,77,73
16,540000,550000,87,73
16,550000,560000,69,73
16,560000,570000,72,73
16,570000,580000,73,73
16,580000,590000,78,73
16,590000,600000,69,73
16,600000,610000,68,73
16,610000,620000,66,73
16,620000,630000,73,73
16,630000,640000,68,73
16,640000,650000,72,73
16,650000,660000,76,73
16,660000,670000,83,73
16,670000,680000,71,73
16,680000,690000,65,73
16,690000,700000,62,73
16,700000,710000,69,73
16,710000,720000,70,73
16,720000,730000,69,73
16,730000,740000,67,73
16,740000,750000,67,73
16,750000,760000,69,73
16,760000,770000,73,73
16,770000,780000,59,73
16,780000,790000,73,73
16,790000,800000,68,73
16,800000,810000,75,73
16,810000,820000,60,73
16,820000,830000,73,73
16,830000,840000,72,73
16,840000,850000,65,73
16,850000,860000,67,73
16,860000,870000,79,73
16,870000,880000,65,73
16,880000,890000,68,73
16,890000,900000,104,73
16,900000,910000,86,73
16,910000,920000,76,73
16,920000,930000,68,73
16,930000,940000,79,73
16,940000,950000,72,73
16,950000,960000,88,73
16,960000,970000,75,73
16,970000,980000,84,73
16,980000,990000,76,73
16,990000,1000000,84,73
16,1000000,1010000,85,73
16,1010000,1020000,73,73
16,1020000,1030000,70,73
16,1030000,1040000,59,73
16,1040000,1050000,74,73
16,1050000,1060000,70,73
16,1060000,1070000,74,73
16,1070000,1080000,107,73
16,1080000,1090000,84,73
16,1090000,1100000,60,69
16,1100000,1110000,66,69
16,1110000,1120000,69,69
16,1120000,1130000,59,69
16,1130000,1140000,71,69
16,1140000,1150000,76,69
16,1150000,1160000,64,69
16,1160000,1170000,70,69
16,1170000,1180000,67,69
16,1180000,1190000,70,69
16,1190000,1200000,68,69
16,1200000,1210000,64,69
16,1210000,1220000,69,69
16,1220000,1230000,66,69
16,1230000,1240000,67,69
16,1240000,1250000,68,69
16,1250000,1260000,69,69
16,1260000,1270000,62,69
16,1270000,1280000,65,69
16,1280000,1290000,61,69
16,1290000,1300000,70,69
16,1300000,1310000,76,69
16,1310000,1320000,75,69
16,1320000,1330000,73,69
16,1330000,1340000,74,69
16,1340000,1350000,71,69
16,1350000,1360000,66,69
16,1360000,1370000,70,69
16,1370000,1380000,76,69
16,1380000,1390000,70,69
16,1390000,1400000,72,69
16,1400000,1410000,71,69
16,1410000,1420000,72,69
16,1420000,1430000,58,69
16,1430000,1440000,72,69
16,1440000,1450000,75,69
16,1450000,1460000,69,69
16,1460000,1470000,74,69
16,1470000,1480000,71,69
16,1480000,1490000,67,69
16,1490000,1500000,66,69
16,1500000,1510000,72,69
16,1510000,1520000,71,69
16,1520000,1530000,78,69
16,1530000,1540000,67,69
16,1540000,1550000,67,69
16,1550000,1560000,63,69
16,1560000,1570000,76,72
16,1570000,1580000,72,72
16,1580000,1590000,74,72
16,1590000,1600000,79,72
16,1600000,1610000,76,72
16,1610000,1620000,73,72
16,1620000,1630000,77,72
16,1630000,1640000,72,72
16,1640000,1650000,69,72
16,1650000,1660000,79,72
16,1660000,1670000,62,72
16,1670000,1680000,73,72
16,1680000,1690000,76,72
16,1690000,1700000,75,72
16,1700000,1710000,75,72
16,1710000,1720000,74,72
16,1720000,1730000,68,72
16,1730000,1740000,81,72
16,1740000,1750000,76,72
16,1750000,1760000,70,72
16,1760000,1770000,75,72
16,1770000,1780000,77,72
16,1780000,1790000,71,72
16,1790000,1800000,75,72
16,1800000,1810000,75,72
16,1810000,1820000,72,72
16,1820000,1830000,67,72
16,1830000,1840000,73,72
16,1840000,1850000,69,72
16,1850000,1860000,77,72
16,1860000,1870000,74,72
16,1870000,1880000,67,72
16,1880000,1890000,77,72
