chromosome,start,end,coverage,segmented_coverage
5,0,10000,0,129
5,10000,20000,74,129
5,20000,30000,121,129
5,30000,40000,146,129
5,40000,50000,132,129
5,50000,60000,127,129
5,60000,70000,119,129
5,70000,80000,137,129
5,80000,90000,121,129
5,90000,100000,138,129
5,100000,110000,131,129
5,110000,120000,157,129
5,120000,130000,160,129
5,130000,140000,141,129
5,140000,150000,134,129
5,150000,160000,145,129
5,160000,170000,115,129
5,170000,180000,136,129
5,180000,190000,145,129
5,190000,200000,123,129
5,200000,210000,135,129
5,210000,220000,60,86
5,220000,230000,122,86
5,230000,240000,87,86
5,240000,250000,99,86
5,250000,260000,65,86
5,260000,270000,99,86
5,270000,280000,75,86
5,280000,290000,124,86
5,290000,300000,59,86
5,300000,310000,100,86
5,310000,320000,136,129
5,320000,330000,121,129
5,330000,340000,154,129
5,340000,350000,119,129
5,350000,360000,99,129
5,360000,370000,166,129
5,370000,380000,138,129
5,380000,390000,157,129
5,390000,400000,93,129
5,400000,410000,147,129
5,410000,420000,146,129
5,420000,430000,137,129
5,430000,440000,144,129
5,440000,450000,136,129
5,450000,460000,149,129
5,460000,470000,130,129
5,470000,480000,123,129
5,480000,490000,114,129
5,490000,500000,120,129
5,500000,510000,108,129
5,510000,520000,140,129
5,520000,530000,126,129
5,530000,540000,134,129
5,540000,550000,131,129
5,550000,560000,111,129
5,560000,570000,91,129
5,570000,580000,152,129
5,580000,590000,129,129
5,590000,600000,163,129
5,600000,610000,131,129
5,610000,620000,143,129
5,620000,630000,139,129
5,630000,640000,94,129
5,640000,650000,116,129
5,650000,660000,132,129
5,660000,670000,126,129
5,670000,680000,112,129
5,680000,690000,55,65
5,690000,700000,38,65
5,700000,710000,67,65
5,710000,720000,85,65
5,720000,730000,41,65
5,730000,740000,56,65
5,740000,750000,56,65
5,750000,760000,92,65
5,760000,770000,141,65
5,770000,780000,94,65
5,780000,790000,24,65
5,790000,800000,75,65
5,800000,810000,53,65
5,810000,820000,83,65
5,820000,830000,67,65
5,830000,840000,44,65
5,840000,850000,54,65
5,850000,860000,140,130
5,860000,870000,148,130
5,870000,880000,125,130
5,880000,890000,133,130
5,890000,900000,108,130
5,900000,910000,147,130
5,910000,920000,143,130
5,920000,930000,144,130
5,930000,940000,146,130
5,940000,950000,144,130
5,950000,960000,138,130
5,960000,970000,139,130
5,970000,980000,153,130
5,980000,990000,143,130
5,990000,1000000,137,130
5,1000000,1010000,124,130
5,1010000,1020000,151,130
5,1020000,1030000,79,130
5,1030000,1040000,126,130
5,1040000,1050000,214,130
5,1050000,1060000,137,130
5,1060000,1070000,127,130
5,1070000,1080000,92,130
5,1080000,1090000,121,130
