chromosome,start,end,coverage,segmented_coverage
9,0,10000,0,4
9,10000,20000,1,4
9,20000,30000,0,4
9,30000,40000,0,4
9,40000,50000,15,4
9,50000,60000,13,4
9,60000,70000,9,4
9,70000,80000,4,4
9,80000,90000,6,4
9,90000,100000,7,4
9,100000,110000,29,4
9,110000,120000,13,4
9,120000,130000,7,4
9,130000,140000,3,4
9,140000,150000,4,4
9,150000,160000,6,4
9,160000,170000,5,4
9,170000,180000,10,4
9,180000,190000,5,4
9,190000,200000,7,4
9,200000,210000,58,66
9,210000,220000,76,66
9,220000,230000,79,66
9,230000,240000,53,66
9,240000,250000,80,77
9,250000,260000,78,77
9,260000,270000,87,77
9,270000,280000,76,77
9,280000,290000,78,77
9,290000,300000,78,77
9,300000,310000,78,77
9,310000,320000,77,77
9,320000,330000,61,77
9,330000,340000,77,77
9,340000,350000,74,77
9,350000,360000,75,77
9,360000,370000,83,77
9,370000,380000,78,77
9,380000,390000,66,77
9,390000,400000,76,77
9,400000,410000,73,77
9,410000,420000,78,77
9,420000,430000,81,77
9,430000,440000,82,77
9,440000,450000,80,77
9,450000,460000,80,77
9,460000,470000,77,77
9,470000,480000,75,77
9,480000,490000,83,77
9,490000,500000,76,77
9,500000,510000,66,77
9,510000,520000,74,77
9,520000,530000,71,77
9,530000,540000,75,77
9,540000,550000,78,77
9,550000,560000,80,77
9,560000,570000,78,77
9,570000,580000,77,77
9,580000,590000,81,77
9,590000,600000,78,77
9,600000,610000,73,77
9,610000,620000,81,77
9,620000,630000,78,77
9,630000,640000,77,77
9,640000,650000,93,107
9,650000,660000,117,107
9,660000,670000,107,107
9,670000,680000,116,107
9,680000,690000,130,107
9,690000,700000,112,107
9,700000,710000,103,107
9,710000,720000,110,107
9,720000,730000,113,107
9,730000,740000,117,107
9,740000,750000,100,107
9,750000,760000,104,107
9,760000,770000,108,107
9,770000,780000,104,107
9,780000,790000,110,107
9,790000,800000,93,107
9,800000,810000,103,107
9,810000,820000,105,107
9,820000,830000,103,107
9,830000,840000,105,107
9,840000,850000,102,107
9,850000,860000,106,107
9,860000,870000,94,107
9,870000,880000,101,107
9,880000,890000,105,107
9,890000,900000,102,107
9,900000,910000,108,107
9,910000,920000,112,107
9,920000,930000,114,107
9,930000,940000,112,107
9,940000,950000,112,107
9,950000,960000,112,107
9,960000,970000,119,107
9,970000,980000,91,107
9,980000,990000,123,107
9,990000,1000000,103,107
9,1000000,1010000,112,107
9,1010000,1020000,116,107
9,1020000,1030000,113,107
9,1030000,1040000,112,107
9,1040000,1050000,93,107
9,1050000,1060000,73,77
9,1060000,1070000,78,77
9,1070000,1080000,75,77
9,1080000,1090000,80,77
9,1090000,1100000,83,77
9,1100000,1110000,73,77
9,1110000,1120000,79,77
9,1120000,1130000,83,77
9,1130000,1140000,75,77
9,1140000,1150000,68,77
9,1150000,1160000,118,107
9,1160000,1170000,122,107
9,1170000,1180000,118,107
9,1180000,1190000,105,107
9,1190000,1200000,74,107
9,1200000,1210000,117,107
9,1210000,1220000,81,79
9,1220000,1230000,32,79
9,1230000,1240000,83,79
9,1240000,1250000,77,79
9,1250000,1260000,83,79
9,1260000,1270000,77,79
9,1270000,1280000,82,79
9,1280000,1290000,75,79
9,1290000,1300000,78,79
9,1300000,1310000,83,79
9,1310000,1320000,81,79
9,1320000,1330000,75,79
9,1330000,1340000,72,79
9,1340000,1350000,83,79
9,1350000,1360000,78,79
9,1360000,1370000,75,79
9,1370000,1380000,86,79
9,1380000,1390000,80,79
9,1390000,1400000,76,79
9,1400000,1410000,46,57
9,1410000,1420000,57,57
9,1420000,1430000,50,57
9,1430000,1440000,56,57
9,1440000,1450000,60,57
9,1450000,1460000,62,57
9,1460000,1470000,60,57
9,1470000,1480000,61,57
9,1480000,1490000,62,57
9,1490000,1500000,61,57
9,1500000,1510000,64,57
9,1510000,1520000,61,57
9,1520000,1530000,60,57
9,1530000,1540000,64,57
9,1540000,1550000,64,57
9,1550000,1560000,55,57
9,1560000,1570000,46,57
9,1570000,1580000,38,57
9,1580000,1590000,52,57
9,1590000,1600000,62,57
9,1600000,1610000,61,57
9,1610000,1620000,63,57
9,1620000,1630000,59,57
9,1630000,1640000,61,57
9,1640000,1650000,62,57
9,1650000,1660000,66,57
9,1660000,1670000,63,57
9,1670000,1680000,61,57
9,1680000,1690000,62,57
9,1690000,1700000,50,57
9,1700000,1710000,59,57
