chromosome,start,end,coverage,segmented_coverage
20,0,10000,0,0
20,10000,20000,0,0
20,20000,30000,0,0
20,30000,40000,0,0
20,40000,50000,0,0
20,50000,60000,0,0
20,60000,70000,41,39
20,70000,80000,38,39
20,80000,90000,42,39
20,90000,100000,40,39
20,100000,110000,47,39
20,110000,120000,37,39
20,120000,130000,43,39
20,130000,140000,42,39
20,140000,150000,41,39
20,150000,160000,33,39
20,160000,170000,44,39
20,170000,180000,35,39
20,180000,190000,38,39
20,190000,200000,36,39
20,200000,210000,41,39
20,210000,220000,34,39
20,220000,230000,35,39
20,230000,240000,31,27
20,240000,250000,29,27
20,250000,260000,23,27
20,260000,270000,29,27
20,270000,280000,28,27
20,280000,290000,28,27
20,290000,300000,28,27
20,300000,310000,25,27
20,310000,320000,28,27
20,320000,330000,26,27
20,330000,340000,26,27
20,340000,350000,27,27
20,350000,360000,27,27
20,360000,370000,27,27
20,370000,380000,27,27
20,380000,390000,27,27
20,390000,400000,29,27
20,400000,410000,24,27
20,410000,420000,27,27
20,420000,430000,32,32
20,430000,440000,30,32
20,440000,450000,30,32
20,450000,460000,30,32
20,460000,470000,30,32
20,470000,480000,32,32
20,480000,490000,34,32
20,490000,500000,35,32
20,500000,510000,33,32
20,510000,520000,37,32
20,520000,530000,30,32
20,530000,540000,27,27
20,540000,550000,28,27
20,550000,560000,28,27
20,560000,570000,30,27
20,570000,580000,94,27
20,580000,590000,27,27
20,590000,600000,30,27
20,600000,610000,27,27
20,610000,620000,24,27
20,620000,630000,24,27
20,630000,640000,26,27
20,640000,650000,26,27
20,650000,660000,21,27
20,660000,670000,27,27
20,670000,680000,30,27
20,680000,690000,25,27
20,690000,700000,29,27
20,700000,710000,25,27
20,710000,720000,26,27
20,720000,730000,30,27
20,730000,740000,29,27
20,740000,750000,26,27
20,750000,760000,27,27
20,760000,770000,33,27
20,770000,780000,30,27
20,780000,790000,33,27
20,790000,800000,28,27
20,800000,810000,26,27
20,810000,820000,27,27
20,820000,830000,25,27
20,830000,840000,26,27
20,840000,850000,30,27
20,850000,860000,27,27
20,860000,870000,27,27
20,870000,880000,22,27
20,880000,890000,26,27
20,890000,900000,23,27
20,900000,910000,29,27
20,910000,920000,33,27
20,920000,930000,26,27
20,930000,940000,24,27
20,940000,950000,24,27
20,950000,960000,26,27
20,960000,970000,25,27
20,970000,980000,25,27
20,980000,990000,28,27
20,990000,1000000,26,27
20,1000000,1010000,32,27
20,1010000,1020000,29,27
20,1020000,1030000,27,27
20,1030000,1040000,27,27
20,1040000,1050000,32,31
20,1050000,1060000,33,31
20,1060000,1070000,30,31
20,1070000,1080000,30,31
20,1080000,1090000,30,31
20,1090000,1100000,29,31
20,1100000,1110000,31,31
20,1110000,1120000,31,31
20,1120000,1130000,34,31
20,1130000,1140000,36,31
20,1140000,1150000,29,31
20,1150000,1160000,25,31
20,1160000,1170000,24,31
20,1170000,1180000,30,31
20,1180000,1190000,29,31
20,1190000,1200000,32,31
20,1200000,1210000,32,31
20,1210000,1220000,40,31
20,1220000,1230000,38,31
20,1230000,1240000,46,31
20,1240000,1250000,37,31
20,1250000,1260000,29,31
20,1260000,1270000,26,31
20,1270000,1280000,26,31
20,1280000,1290000,34,31
20,1290000,1300000,28,31
20,1300000,1310000,26,31
20,1310000,1320000,27,31
20,1320000,1330000,35,31
20,1330000,1340000,32,31
20,1340000,1350000,33,31
20,1350000,1360000,31,31
20,1360000,1370000,32,31
20,1370000,1380000,27,31
20,1380000,1390000,28,31
20,1390000,1400000,33,31
20,1400000,1410000,30,31
20,1410000,1420000,33,31
20,1420000,1430000,29,31
20,1430000,1440000,32,31
20,1440000,1450000,30,31
20,1450000,1460000,26,31
20,1460000,1470000,33,31
20,1470000,1480000,31,31
20,1480000,1490000,31,31
20,1490000,1500000,31,31
20,1500000,1510000,37,31
20,1510000,1520000,34,31
20,1520000,1530000,38,31
20,1530000,1540000,30,31
20,1540000,1550000,28,31
20,1550000,1560000,25,11
20,1560000,1570000,4,11
20,1570000,1580000,0,11
20,1580000,1590000,4,11
20,1590000,1600000,23,11
20,1600000,1610000,29,31
20,1610000,1620000,29,31
20,1620000,1630000,29,31
20,1630000,1640000,33,31
20,1640000,1650000,31,31
20,1650000,1660000,31,31
20,1660000,1670000,35,31
20,1670000,1680000,29,31
20,1680000,1690000,34,31
20,1690000,1700000,34,31
20,1700000,1710000,28,31
20,1710000,1720000,28,31
20,1720000,1730000,31,31
20,1730000,1740000,35,31
20,1740000,1750000,34,31
20,1750000,1760000,30,31
20,1760000,1770000,26,31
20,1770000,1780000,36,31
20,1780000,1790000,29,31
20,1790000,1800000,23,25
20,1800000,1810000,26,25
20,1810000,1820000,26,25
20,1820000,1830000,23,25
20,1830000,1840000,27,25
20,1840000,1850000,26,25
20,1850000,1860000,26,25
20,1860000,1870000,24,25
20,1870000,1880000,25,25
20,1880000,1890000,23,25
20,1890000,1900000,27,25
20,1900000,1910000,27,25
20,1910000,1920000,25,25
20,1920000,1930000,28,29
20,1930000,1940000,28,29
20,1940000,1950000,29,29
20,1950000,1960000,31,29
20,1960000,1970000,27,29
20,1970000,1980000,25,29
20,1980000,1990000,28,29
20,1990000,2000000,37,29
20,2000000,2010000,34,29
20,2010000,2020000,30,29
20,2020000,2030000,32,29
20,2030000,2040000,31,29
20,2040000,2050000,35,29
20,2050000,2060000,31,29
20,2060000,2070000,31,29
20,2070000,2080000,31,29
20,2080000,2090000,33,29
20,2090000,2100000,31,29
20,2100000,2110000,29,29
20,2110000,2120000,25,29
20,2120000,2130000,23,29
20,2130000,2140000,28,29
20,2140000,2150000,25,29
20,2150000,2160000,25,29
20,2160000,2170000,34,29
20,2170000,2180000,30,29
20,2180000,2190000,31,29
20,2190000,2200000,29,29
20,2200000,2210000,29,29
20,2210000,2220000,30,29
20,2220000,2230000,28,29
20,2230000,2240000,29,29
20,2240000,2250000,31,29
20,2250000,2260000,34,29
20,2260000,2270000,32,29
20,2270000,2280000,27,29
20,2280000,2290000,26,29
20,2290000,2300000,29,29
20,2300000,2310000,30,29
20,2310000,2320000,26,29
20,2320000,2330000,28,29
20,2330000,2340000,31,29
20,2340000,2350000,33,29
20,2350000,2360000,30,29
20,2360000,2370000,25,29
20,2370000,2380000,26,29
20,2380000,2390000,28,29
20,2390000,2400000,34,29
20,2400000,2410000,37,29
20,2410000,2420000,26,29
20,2420000,2430000,33,29
20,2430000,2440000,30,29
20,2440000,2450000,33,29
20,2450000,2460000,30,29
20,2460000,2470000,33,29
20,2470000,2480000,30,29
20,2480000,2490000,29,29
20,2490000,2500000,32,29
20,2500000,2510000,28,29
20,2510000,2520000,28,29
20,2520000,2530000,31,29
20,2530000,2540000,35,29
20,2540000,2550000,31,29
20,2550000,2560000,33,29
