chromosome,start,end,coverage,segmented_coverage
10,0,10000,0,0
10,10000,20000,0,0
10,20000,30000,0,0
10,30000,40000,0,0
10,40000,50000,0,0
10,50000,60000,0,0
10,60000,70000,8,20
10,70000,80000,17,20
10,80000,90000,28,20
10,90000,100000,46,20
10,100000,110000,58,55
10,110000,120000,52,55
10,120000,130000,45,55
10,130000,140000,50,55
10,140000,150000,46,55
10,150000,160000,53,55
10,160000,170000,62,55
10,170000,180000,60,55
10,180000,190000,61,55
10,190000,200000,65,55
10,200000,210000,57,55
10,210000,220000,71,55
10,220000,230000,62,55
10,230000,240000,55,55
10,240000,250000,57,55
10,250000,260000,50,55
10,260000,270000,51,55
10,270000,280000,59,55
10,280000,290000,62,55
10,290000,300000,52,55
10,300000,310000,50,55
10,310000,320000,47,55
10,320000,330000,56,55
10,330000,340000,67,55
10,340000,350000,51,55
10,350000,360000,48,55
10,360000,370000,60,55
10,370000,380000,54,55
10,380000,390000,45,55
10,390000,400000,56,55
10,400000,410000,61,55
10,410000,420000,61,55
10,420000,430000,63,55
10,430000,440000,57,55
10,440000,450000,53,55
10,450000,460000,48,55
10,460000,470000,64,55
10,470000,480000,64,55
10,480000,490000,54,55
10,490000,500000,50,55
10,500000,510000,60,55
10,510000,520000,54,55
10,520000,530000,52,55
10,530000,540000,53,55
10,540000,550000,61,55
10,550000,560000,54,55
10,560000,570000,51,55
10,570000,580000,54,55
10,580000,590000,54,55
10,590000,600000,61,55
10,600000,610000,54,55
10,610000,620000,52,55
10,620000,630000,65,55
10,630000,640000,58,55
10,640000,650000,52,55
10,650000,660000,52,55
10,660000,670000,47,55
10,670000,680000,47,55
10,680000,690000,55,55
10,690000,700000,57,55
10,700000,710000,57,55
10,710000,720000,53,55
10,720000,730000,55,55
10,730000,740000,59,55
10,740000,750000,59,55
10,750000,760000,51,55
10,760000,770000,47,55
10,770000,780000,48,55
10,780000,790000,51,55
10,790000,800000,55,55
10,800000,810000,58,55
10,810000,820000,46,55
10,820000,830000,46,55
10,830000,840000,41,55
10,840000,850000,56,55
10,850000,860000,59,55
10,860000,870000,48,55
10,870000,880000,59,55
10,880000,890000,65,55
10,890000,900000,62,55
10,900000,910000,64,55
10,910000,920000,71,55
10,920000,930000,56,55
10,930000,940000,58,55
10,940000,950000,54,55
10,950000,960000,47,55
10,960000,970000,44,55
10,970000,980000,40,55
10,980000,990000,53,55
10,990000,1000000,44,55
10,1000000,1010000,54,55
10,1010000,1020000,49,55
10,1020000,1030000,54,55
10,1030000,1040000,52,55
10,1040000,1050000,59,55
10,1050000,1060000,63,55
10,1060000,1070000,52,55
10,1070000,1080000,59,55
10,1080000,1090000,60,55
10,1090000,1100000,68,55
10,1100000,1110000,55,55
10,1110000,1120000,64,55
10,1120000,1130000,57,55
10,1130000,1140000,57,55
10,1140000,1150000,62,55
10,1150000,1160000,57,55
10,1160000,1170000,52,55
10,1170000,1180000,55,55
10,1180000,1190000,55,55
10,1190000,1200000,44,55
10,1200000,1210000,45,55
10,1210000,1220000,51,55
10,1220000,1230000,61,55
10,1230000,1240000,53,55
10,1240000,1250000,54,55
10,1250000,1260000,60,55
10,1260000,1270000,52,55
10,1270000,1280000,53,55
10,1280000,1290000,49,55
10,1290000,1300000,43,55
10,1300000,1310000,49,55
10,1310000,1320000,48,55
10,1320000,1330000,50,55
10,1330000,1340000,52,55
10,1340000,1350000,57,55
10,1350000,1360000,60,55
10,1360000,1370000,54,55
10,1370000,1380000,50,55
10,1380000,1390000,52,55
10,1390000,1400000,55,55
10,1400000,1410000,56,55
10,1410000,1420000,55,55
10,1420000,1430000,48,55
10,1430000,1440000,48,55
10,1440000,1450000,56,55
10,1450000,1460000,51,55
10,1460000,1470000,60,55
10,1470000,1480000,65,55
10,1480000,1490000,56,55
10,1490000,1500000,63,55
10,1500000,1510000,56,55
10,1510000,1520000,60,55
10,1520000,1530000,58,55
10,1530000,1540000,55,55
10,1540000,1550000,48,55
10,1550000,1560000,54,55
10,1560000,1570000,56,55
10,1570000,1580000,51,55
10,1580000,1590000,38,55
10,1590000,1600000,43,55
10,1600000,1610000,60,55
10,1610000,1620000,54,55
10,1620000,1630000,55,55
10,1630000,1640000,58,55
10,1640000,1650000,60,55
10,1650000,1660000,60,55
10,1660000,1670000,53,55
10,1670000,1680000,42,55
10,1680000,1690000,53,55
10,1690000,1700000,48,55
10,1700000,1710000,53,55
10,1710000,1720000,58,55
10,1720000,1730000,71,55
10,1730000,1740000,64,55
10,1740000,1750000,52,55
10,1750000,1760000,63,55
10,1760000,1770000,63,55
10,1770000,1780000,68,55
10,1780000,1790000,69,55
10,1790000,1800000,72,55
10,1800000,1810000,61,55
10,1810000,1820000,52,55
10,1820000,1830000,54,55
10,1830000,1840000,55,55
10,1840000,1850000,66,55
10,1850000,1860000,67,55
10,1860000,1870000,53,55
10,1870000,1880000,54,55
10,1880000,1890000,55,55
10,1890000,1900000,61,55
10,1900000,1910000,59,55
10,1910000,1920000,47,55
10,1920000,1930000,38,55
10,1930000,1940000,42,55
10,1940000,1950000,63,55
10,1950000,1960000,64,55
