chromosome,start,end,coverage,segmented_coverage
22,0,10000,0,0
22,10000,20000,0,0
22,20000,30000,0,0
22,30000,40000,0,0
22,40000,50000,0,0
22,50000,60000,0,0
22,60000,70000,0,0
22,70000,80000,0,0
22,80000,90000,0,0
22,90000,100000,0,0
22,100000,110000,0,0
22,110000,120000,0,0
22,120000,130000,0,0
22,130000,140000,0,0
22,140000,150000,0,0
22,150000,160000,0,0
22,160000,170000,0,0
22,170000,180000,0,0
22,180000,190000,0,0
22,190000,200000,0,0
22,200000,210000,0,0
22,210000,220000,0,0
22,220000,230000,0,0
22,230000,240000,0,0
22,240000,250000,0,0
22,250000,260000,0,0
22,260000,270000,0,0
22,270000,280000,0,0
22,280000,290000,0,0
22,290000,300000,0,0
22,300000,310000,0,0
22,310000,320000,0,0
22,320000,330000,0,0
22,330000,340000,0,0
22,340000,350000,0,0
22,350000,360000,0,0
22,360000,370000,0,0
22,370000,380000,0,0
22,380000,390000,0,0
22,390000,400000,0,0
22,400000,410000,0,0
22,410000,420000,0,0
22,420000,430000,0,0
22,430000,440000,0,0
22,440000,450000,0,0
22,450000,460000,0,0
22,460000,470000,0,0
22,470000,480000,0,0
22,480000,490000,0,0
22,490000,500000,0,0
22,500000,510000,0,0
22,510000,520000,0,0
22,520000,530000,0,0
22,530000,540000,0,0
22,540000,550000,0,0
22,550000,560000,0,0
22,560000,570000,0,0
22,570000,580000,0,0
22,580000,590000,0,0
22,590000,600000,0,0
22,600000,610000,0,0
22,610000,620000,0,0
22,620000,630000,0,0
22,630000,640000,0,0
22,640000,650000,0,0
22,650000,660000,0,0
22,660000,670000,0,0
22,670000,680000,0,0
22,680000,690000,0,0
22,690000,700000,0,0
22,700000,710000,0,0
22,710000,720000,0,0
22,720000,730000,0,0
22,730000,740000,0,0
22,740000,750000,0,0
22,750000,760000,0,0
22,760000,770000,0,0
22,770000,780000,0,0
22,780000,790000,0,0
22,790000,800000,0,0
22,800000,810000,0,0
22,810000,820000,0,0
22,820000,830000,0,0
22,830000,840000,0,0
22,840000,850000,0,0
22,850000,860000,0,0
22,860000,870000,0,0
22,870000,880000,0,0
22,880000,890000,0,0
22,890000,900000,0,0
22,900000,910000,0,0
22,910000,920000,0,0
22,920000,930000,0,0
22,930000,940000,0,0
22,940000,950000,0,0
22,950000,960000,0,0
22,960000,970000,0,0
22,970000,980000,0,0
22,980000,990000,0,0
22,990000,1000000,0,0
22,1000000,1010000,0,0
22,1010000,1020000,0,0
22,1020000,1030000,0,0
22,1030000,1040000,0,0
22,1040000,1050000,0,0
22,1050000,1060000,0,0
22,1060000,1070000,0,0
22,1070000,1080000,0,0
22,1080000,1090000,0,0
22,1090000,1100000,0,0
22,1100000,1110000,0,0
22,1110000,1120000,0,0
22,1120000,1130000,0,0
22,1130000,1140000,0,0
22,1140000,1150000,0,0
22,1150000,1160000,0,0
22,1160000,1170000,0,0
22,1170000,1180000,0,0
22,1180000,1190000,0,0
22,1190000,1200000,0,0
22,1200000,1210000,0,0
22,1210000,1220000,0,0
22,1220000,1230000,0,0
22,1230000,1240000,0,0
22,1240000,1250000,0,0
22,1250000,1260000,0,0
22,1260000,1270000,0,0
22,1270000,1280000,0,0
22,1280000,1290000,0,0
22,1290000,1300000,0,0
22,1300000,1310000,0,0
22,1310000,1320000,0,0
22,1320000,1330000,0,0
22,1330000,1340000,0,0
22,1340000,1350000,0,0
22,1350000,1360000,0,0
22,1360000,1370000,0,0
22,1370000,1380000,0,0
22,1380000,1390000,0,0
22,1390000,1400000,0,0
22,1400000,1410000,0,0
22,1410000,1420000,0,0
22,1420000,1430000,0,0
22,1430000,1440000,0,0
22,1440000,1450000,0,0
22,1450000,1460000,0,0
22,1460000,1470000,0,0
22,1470000,1480000,0,0
22,1480000,1490000,0,0
22,1490000,1500000,0,0
22,1500000,1510000,0,0
22,1510000,1520000,0,0
22,1520000,1530000,0,0
22,1530000,1540000,0,0
