chromosome,start,end,coverage,segmented_coverage
20,0,10000,0,0
20,10000,20000,0,0
20,20000,30000,0,0
20,30000,40000,0,0
20,40000,50000,0,0
20,50000,60000,0,0
20,60000,70000,118,115
20,70000,80000,110,115
20,80000,90000,119,115
20,90000,100000,117,115
20,100000,110000,102,115
20,110000,120000,105,115
20,120000,130000,120,115
20,130000,140000,122,115
20,140000,150000,114,115
20,150000,160000,119,115
20,160000,170000,126,115
20,170000,180000,121,115
20,180000,190000,117,115
20,190000,200000,125,115
20,200000,210000,104,115
20,210000,220000,100,115
20,220000,230000,87,87
20,230000,240000,87,87
20,240000,250000,91,87
20,250000,260000,86,87
20,260000,270000,81,87
20,270000,280000,87,87
20,280000,290000,85,87
20,290000,300000,73,87
20,300000,310000,74,87
20,310000,320000,73,87
20,320000,330000,82,87
20,330000,340000,90,87
20,340000,350000,102,87
20,350000,360000,81,87
20,360000,370000,80,87
20,370000,380000,92,87
20,380000,390000,86,87
20,390000,400000,62,87
20,400000,410000,85,87
20,410000,420000,99,87
20,420000,430000,88,87
20,430000,440000,90,87
20,440000,450000,91,87
20,450000,460000,86,87
20,460000,470000,97,87
20,470000,480000,96,87
20,480000,490000,103,87
20,490000,500000,114,87
20,500000,510000,92,87
20,510000,520000,92,87
20,520000,530000,76,87
20,530000,540000,86,87
20,540000,550000,97,87
20,550000,560000,97,87
20,560000,570000,89,87
20,570000,580000,79,87
20,580000,590000,86,87
20,590000,600000,90,87
20,600000,610000,88,87
20,610000,620000,90,87
20,620000,630000,77,87
20,630000,640000,82,87
20,640000,650000,85,87
20,650000,660000,76,87
20,660000,670000,80,87
20,670000,680000,86,87
20,680000,690000,86,87
20,690000,700000,88,87
20,700000,710000,78,87
20,710000,720000,77,87
20,720000,730000,80,87
20,730000,740000,86,87
20,740000,750000,98,87
20,750000,760000,90,87
20,760000,770000,99,87
20,770000,780000,94,87
20,780000,790000,103,87
20,790000,800000,71,87
20,800000,810000,90,87
20,810000,820000,92,87
20,820000,830000,85,87
20,830000,840000,87,87
20,840000,850000,100,98
20,850000,860000,94,98
20,860000,870000,102,98
20,870000,880000,94,98
20,880000,890000,81,98
20,890000,900000,94,98
20,900000,910000,99,98
20,910000,920000,97,98
20,920000,930000,103,98
20,930000,940000,95,98
20,940000,950000,87,98
20,950000,960000,102,98
20,960000,970000,88,98
20,970000,980000,91,98
20,980000,990000,100,98
20,990000,1000000,90,98
20,1000000,1010000,96,98
20,1010000,1020000,105,98
20,1020000,1030000,104,98
20,1030000,1040000,90,98
20,1040000,1050000,92,98
20,1050000,1060000,102,98
20,1060000,1070000,112,98
20,1070000,1080000,107,98
20,1080000,1090000,99,98
20,1090000,1100000,90,98
20,1100000,1110000,92,98
20,1110000,1120000,93,98
20,1120000,1130000,100,98
20,1130000,1140000,115,98
20,1140000,1150000,109,98
20,1150000,1160000,101,98
20,1160000,1170000,96,98
20,1170000,1180000,96,98
20,1180000,1190000,106,98
20,1190000,1200000,90,98
20,1200000,1210000,90,98
20,1210000,1220000,94,98
20,1220000,1230000,99,98
20,1230000,1240000,91,98
20,1240000,1250000,98,98
20,1250000,1260000,93,98
20,1260000,1270000,96,98
20,1270000,1280000,104,98
20,1280000,1290000,103,98
20,1290000,1300000,106,98
20,1300000,1310000,98,98
20,1310000,1320000,93,98
20,1320000,1330000,86,98
20,1330000,1340000,107,98
20,1340000,1350000,105,98
20,1350000,1360000,113,98
20,1360000,1370000,109,98
20,1370000,1380000,97,98
20,1380000,1390000,108,98
20,1390000,1400000,96,98
20,1400000,1410000,95,98
20,1410000,1420000,99,98
20,1420000,1430000,98,98
20,1430000,1440000,94,98
20,1440000,1450000,82,98
20,1450000,1460000,99,98
20,1460000,1470000,115,98
20,1470000,1480000,113,98
20,1480000,1490000,94,98
20,1490000,1500000,87,98
20,1500000,1510000,106,98
20,1510000,1520000,104,98
20,1520000,1530000,89,98
20,1530000,1540000,104,98
20,1540000,1550000,103,98
20,1550000,1560000,67,28
20,1560000,1570000,7,28
20,1570000,1580000,0,28
20,1580000,1590000,8,28
20,1590000,1600000,53,28
20,1600000,1610000,86,100
20,1610000,1620000,90,100
20,1620000,1630000,98,100
20,1630000,1640000,98,100
20,1640000,1650000,104,100
20,1650000,1660000,103,100
20,1660000,1670000,89,100
20,1670000,1680000,94,100
20,1680000,1690000,99,100
20,1690000,1700000,103,100
20,1700000,1710000,102,100
20,1710000,1720000,95,100
20,1720000,1730000,97,100
20,1730000,1740000,94,100
20,1740000,1750000,103,100
20,1750000,1760000,108,100
20,1760000,1770000,124,100
20,1770000,1780000,108,100
20,1780000,1790000,113,100
20,1790000,1800000,88,87
20,1800000,1810000,89,87
20,1810000,1820000,98,87
20,1820000,1830000,85,87
20,1830000,1840000,90,87
20,1840000,1850000,79,87
20,1850000,1860000,74,87
20,1860000,1870000,82,87
20,1870000,1880000,82,87
20,1880000,1890000,90,87
20,1890000,1900000,90,87
20,1900000,1910000,88,87
20,1910000,1920000,93,87
20,1920000,1930000,104,98
20,1930000,1940000,87,98
20,1940000,1950000,90,98
20,1950000,1960000,106,98
20,1960000,1970000,95,98
20,1970000,1980000,97,98
20,1980000,1990000,105,98
20,1990000,2000000,108,98
20,2000000,2010000,96,98
20,2010000,2020000,95,98
20,2020000,2030000,85,98
20,2030000,2040000,94,98
20,2040000,2050000,90,98
20,2050000,2060000,102,98
20,2060000,2070000,101,98
20,2070000,2080000,89,98
20,2080000,2090000,93,98
20,2090000,2100000,101,98
20,2100000,2110000,100,98
20,2110000,2120000,103,98
20,2120000,2130000,106,98
20,2130000,2140000,90,98
20,2140000,2150000,92,98
20,2150000,2160000,108,98
20,2160000,2170000,113,98
20,2170000,2180000,108,98
20,2180000,2190000,97,98
20,2190000,2200000,92,98
20,2200000,2210000,95,98
20,2210000,2220000,92,81
20,2220000,2230000,69,81
20,2230000,2240000,87,81
20,2240000,2250000,84,81
20,2250000,2260000,81,81
20,2260000,2270000,81,81
20,2270000,2280000,75,81
20,2280000,2290000,82,81
20,2290000,2300000,96,92
20,2300000,2310000,107,92
20,2310000,2320000,103,92
20,2320000,2330000,85,92
20,2330000,2340000,84,92
20,2340000,2350000,94,92
20,2350000,2360000,94,92
20,2360000,2370000,98,92
20,2370000,2380000,88,92
20,2380000,2390000,87,92
20,2390000,2400000,91,92
20,2400000,2410000,96,92
20,2410000,2420000,103,92
20,2420000,2430000,97,92
20,2430000,2440000,94,92
20,2440000,2450000,90,92
20,2450000,2460000,99,92
20,2460000,2470000,101,92
20,2470000,2480000,85,92
20,2480000,2490000,82,92
20,2490000,2500000,93,92
20,2500000,2510000,87,92
20,2510000,2520000,79,92
20,2520000,2530000,87,92
20,2530000,2540000,92,92
20,2540000,2550000,101,92
20,2550000,2560000,101,92
